FeltenDim,Problem,Subproblem,Dataset,Title,Metric,Date,Algorithm,Metric Performance,Source
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-class),Percentage Correct,2011-12-17,FC CRF,78,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-class),Percentage Correct,2012-06-16,"Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation",79,"Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation"
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-class),Percentage Correct,2012-07-01,Harmony Potentials,80,Harmony Potentials - Fusing Local and Global Scale for Semantic Image Segmentation
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-class),Percentage Correct,2012-10-07,PMG,72.8,PatchMatchGraph: Building a Graph of Dense Patch Correspondences for Label Transfer
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-class),Percentage Correct,2012-10-07,Kernelized SSVM/CRF,76,Structured Image Segmentation using Kernelized Features
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-class),Percentage Correct,2013-10-29,MPP,78.2,Morphological Proximity Priors: Spatial Relationships for Semantic Segmentation
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-class),Percentage Correct,2014-07-01,Large FC CRF,80.9,Large-Scale Semantic Co-Labeling of Image Sets
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2008-07-01,STF,72,Semantic Texton Forests for Image Categorization and Segmentation
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2009-07-01,TextonBoost,72,TextonBoost for Image Understanding
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2010-07-01,Auto-Context,78,Auto-Context and Its Application to High-Level Vision Tasks and 3D Brain Image Segmentation
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2010-07-01,HCRF+CO,87,Graph Cut based Inference with Co-occurrence Statistics
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2011-07-01,Are Spatial and Global Constraints Really Necessary for Segmentation?,85,Are Spatial and Global Constraints Really Necessary for Segmentation?
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2011-12-17,FC CRF,86,Efficient Inference in Fully Connected CRFs with Gaussian Edge Potentials
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2012-06-16,"Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation",86,"Describing the Scene as a Whole: Joint Object Detection, Scene Classification and Semantic Segmentation"
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2012-07-01,Harmony Potentials,83,Harmony Potentials - Fusing Local and Global Scale for Semantic Image Segmentation
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2012-10-07,PatchMatchGraph,79,PatchMatchGraph: Building a Graph of Dense Patch Correspondences for Label Transfer
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2012-10-07,Kernelized SSVM/CRF,82,Structured Image Segmentation using Kernelized Features
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2013-10-29,MPP,85,Morphological Proximity Priors: Spatial Relationships for Semantic Segmentation
Image Recognition,Vision,Image Recognition,MSRC-21,MSRC-21 image semantic labelling (per-pixel),Percentage Correct,2014-07-01,Large FC CRF,86.8,Large-Scale Semantic Co-Labeling of Image Sets
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2011-12-17,Receptive Fields,60.1,Selecting Receptive Fields in Deep Networks
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2012-06-26,Invariant Representations with Local Transformations,58.7,Learning Invariant Representations with Local Transformations
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2012-07-01,Simulated Fixations,61,Deep Learning of Invariant Features via Simulated Fixations in Video
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2012-07-01,RGB-D Based Object Recognition,64.5,Unsupervised Feature Learning for RGB-D Based Object Recognition
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2012-12-03,Deep Learning of Invariant Features via Simulated Fixations in Video,56.5,Deep Learning of Invariant Features via Simulated Fixations in Video
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2012-12-03,Discriminative Learning of Sum-Product Networks,62.3,Discriminative Learning of Sum-Product Networks
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2013-01-15,Pooling-Invariant,58.28,Pooling-Invariant Image Feature Learning
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2013-07-01,Multi-Task Bayesian Optimization,70.1,Multi-Task Bayesian Optimization
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2014-02-24,No more meta-parameter tuning in unsupervised sparse feature learning,61,No more meta-parameter tuning in unsupervised sparse feature learning
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2014-06-21,Nonnegativity Constraints,67.9,Stable and Efficient Representation Learning with Nonnegativity Constraints
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2014-06-23,DFF Committees,68,Committees of deep feedforward networks trained with few data
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2014-08-28,CKN,62.32,Convolutional Kernel Networks
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2014-12-08,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks,72.8,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2015-02-13,An Analysis of Unsupervised Pre-training in Light of Recent Advances,70.2,An Analysis of Unsupervised Pre-training in Light of Recent Advances
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2015-03-11,C-SVDDNet,68.23,C-SVDDNet: An Effective Single-Layer Network for Unsupervised Feature Learning
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2015-07-01,Deep Representation Learning with Target Coding,73.15,Deep Representation Learning with Target Coding
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2015-10-11,SWWAE,74.33,Stacked What-Where Auto-encoders
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2016-01-02,Convolutional Clustering,74.1,Convolutional Clustering for Unsupervised Learning
Image Recognition,Vision,Image Recognition,STL-10,STL-10 Image Recognition,Percentage Correct,2016-11-19,CC-GAN²,77.79,Semi-Supervised Learning with Context-Conditional Generative Adversarial Networks
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2012-07-01,Convolutional neural networks applied to house numbers digit classification,4.9,Convolutional neural networks applied to house numbers digit classification
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2013-01-16,Stochastic Pooling,2.8,Stochastic Pooling for Regularization of Deep Convolutional Neural Networks
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2013-06-16,Regularization of Neural Networks using DropConnect,1.94,Regularization of Neural Networks using DropConnect
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2013-06-16,Maxout,2.47,Maxout Networks
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2014-04-14,DCNN,2.16,Multi-digit Number Recognition from Street View Imagery using Deep Convolutional Neural Networks
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2014-04-14,NiN,2.35,Network in Network
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2014-07-01,DSN,1.92,Deeply-Supervised Nets
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-05-31,FLSCNN,3.96,Enhanced Image Classification With a Fast-Learning Shallow Convolutional Neural Network
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-06-08,RCNN-96,1.77,Recurrent Convolutional Neural Network for Object Recognition
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-06-12,ReNet,2.38,ReNet: A Recurrent Neural Network Based Alternative to Convolutional Networks
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-07-01,MLR DNN,1.92,Multi-Loss Regularized Deep Neural Network
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-09-17,MIM,1.97,On the Importance of Normalisation Layers in Deep Learning with Piecewise Linear Activation Units
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-10-05,Tree+Max-Avg pooling,1.69,"Generalizing Pooling Functions in Convolutional Neural Networks: Mixed, Gated, and Tree"
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-11-09,BNM NiN,1.81,Batch-normalized Maxout Network in Network
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-11-18,CMsC,1.76,Competitive Multi-scale Convolution
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2015-12-07,BinaryConnect,2.15,BinaryConnect: Training Deep Neural Networks with binary weights during propagations
Image Recognition,Vision,Image Recognition,SVHN,Street House View Numbers (SVHN),Percentage Error,2017-05-30,Deep Complex,3.3,Deep Complex Networks
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract 1.0 multiple choice,Percentage Correct,2016-07-01,LSTM blind,61.41,VQA: Visual Question Answering (algorithm from Yin and Yang: Balancing and Answering Binary Visual Questions)
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract 1.0 multiple choice,Percentage Correct,2016-07-01,LSTM + global features,69.21,VQA: Visual Question Answering (algorithm from Yin and Yang: Balancing and Answering Binary Visual Questions)
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract 1.0 multiple choice,Percentage Correct,2016-07-01,Dualnet ensemble,71.18,VQA: Visual Question Answering (algorithm from DualNet: Domain-Invariant Network for Visual Question Answering)
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract 1.0 multiple choice,Percentage Correct,2016-09-19,Graph VQA,74.37,Graph-Structured Representations for Visual Question Answering
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract images 1.0 open ended,Percentage Correct,2016-07-01,LSTM blind,57.19,VQA: Visual Question Answering (algorithm from Yin and Yang: Balancing and Answering Binary Visual Questions)
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract images 1.0 open ended,Percentage Correct,2016-07-01,LSTM + global features,65.02,VQA: Visual Question Answering (algorithm from Yin and Yang: Balancing and Answering Binary Visual Questions)
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract images 1.0 open ended,Percentage Correct,2016-07-01,Dualnet ensemble,69.73,VQA: Visual Question Answering (algorithm from DualNet: Domain-Invariant Network for Visual Question Answering)
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) abstract images 1.0 open ended,Percentage Correct,2016-09-19,Graph VQA,70.42,Graph-Structured Representations for Visual Question Answering
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 multiple choice,Percentage Correct,2015-05-03,LSTM Q+I,63.1,VQA: Visual Question Answering
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 multiple choice,Percentage Correct,2015-12-15,iBOWIMG baseline,61.97,Simple Baseline for Visual Question Answering
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 multiple choice,Percentage Correct,2016-04-06,FDA,64.2,A Focused Dynamic Attention Model for Visual Question Answering
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 multiple choice,Percentage Correct,2016-05-31,HQI+ResNet,66.1,Hierarchical Co-Attention for Visual Question Answering
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 multiple choice,Percentage Correct,2016-06-05,MRN,66.33,Multimodal Residual Learning for Visual QA
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 multiple choice,Percentage Correct,2016-06-06,MCB 7 att.,70.1,Multimodal Compact Bilinear Pooling for Visual Question Answering and Visual Grounding (source code)
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 multiple choice,Percentage Correct,2016-08-06,joint-loss,67.3,Training Recurrent Answering Units with Joint Loss Minimization for VQA
Visual QA,Vision,Visual Question Answering,COCO,COCO Visual Question Answering (VQA) real images 1.0 open ended,Percentage Correct,2015-05-03,LSTM Q+I,58.2,VQA: Visual Question Answering
